OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,TotalPrice,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,CouponCode_SAVE10,CouponCode_WINTER15,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200071,10/06/2025,C37454,3,434.45,923 Main St,TRK28252730,4,1303.35,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
ORD200072,22/12/2024,C19451,4,589.44,942 Main St,TRK87787793,5,2357.76,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
ORD200073,03/05/2023,C17269,4,433.45,129 Main St,TRK79608389,4,1733.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
ORD200074,24/06/2023,C25382,5,90.87,622 Main St,TRK64691287,5,454.35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ORD200075,26/09/2023,C80651,3,398.17,917 Main St,TRK14846720,5,1194.51,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
ORD200076,31/03/2024,C58638,4,382.88,239 Main St,TRK38224871,6,1531.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD200077,24/05/2024,C50121,1,583.18,348 Main St,TRK79810059,5,583.18,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
ORD200078,06/08/2024,C32029,4,175.36,146 Main St,TRK68535532,4,701.44,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ORD200079,10/03/2025,C76700,2,311.91,103 Main St,TRK13036341,2,623.82,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ORD200080,27/06/2023,C29041,3,589.56,591 Main St,TRK28840655,6,1768.68,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ORD200081,08/06/2023,C29314,2,394.3,496 Main St,TRK59876213,6,788.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ORD200082,05/01/2024,C65799,4,565.2,971 Main St,TRK66906607,9,2260.8,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
ORD200083,22/08/2023,C15681,4,540.41,989 Main St,TRK75112172,6,2161.64,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD200084,28/08/2023,C64160,2,165.49,967 Main St,TRK34121529,4,330.98,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
ORD200085,09/09/2024,C14553,3,146.73,768 Main St,TRK93538334,8,440.19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ORD200086,19/06/2024,C88205,5,643.03,447 Main St,TRK93504166,5,3215.15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ORD200087,10/10/2024,C91245,3,225.11,915 Main St,TRK46976391,4,675.33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
ORD200088,05/06/2025,C75439,3,114.81,318 Main St,TRK19831653,7,344.43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ORD200089,25/02/2025,C17181,5,455.33,291 Main St,TRK78912978,8,2276.65,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ORD200090,18/09/2023,C36540,4,182.08,611 Main St,TRK35828122,4,728.32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
ORD200091,15/03/2023,C98216,5,492.75,196 Main St,TRK40986666,6,2463.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
ORD200092,10/06/2024,C29568,4,48.61,203 Main St,TRK46531075,7,194.44,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
ORD200093,14/01/2023,C97262,4,431.01,837 Main St,TRK65990229,7,1724.04,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD200094,11/02/2023,C79821,1,531.18,781 Main St,TRK12780193,6,531.18,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
ORD200095,24/03/2023,C76761,4,117.51,839 Main St,TRK60179774,7,470.04,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ORD200096,01/06/2024,C93007,2,232.83,103 Main St,TRK85696091,7,465.66,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
ORD200097,21/01/2025,C15624,5,619.52,922 Main St,TRK40621141,9,3097.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ORD200098,14/01/2023,C70921,2,228.54,533 Main St,TRK54983109,3,457.08,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ORD200099,12/04/2025,C30477,1,201.58,717 Main St,TRK51829648,2,201.58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ORD200100,17/02/2023,C74866,3,664.79,743 Main St,TRK53783265,6,1994.37,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
ORD200101,25/11/2023,C15283,1,381.02,152 Main St,TRK19286291,6,381.02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ORD200102,08/03/2023,C18037,2,70.34,944 Main St,TRK47362236,3,140.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ORD200103,25/01/2025,C62656,4,218.43,514 Main St,TRK86296459,9,873.72,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD200104,30/07/2024,C65744,1,582.04,647 Main St,TRK39906058,1,582.04,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ORD200105,24/10/2024,C72290,3,185.4,810 Main St,TRK68792129,7,556.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ORD200106,08/09/2023,C73514,3,465.05,126 Main St,TRK96777924,3,1395.15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ORD200107,27/03/2023,C16775,5,670.75,848 Main St,TRK34392124,8,3330.4075,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
ORD200108,28/12/2024,C33099,5,48.38,522 Main St,TRK28522330,9,241.9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
ORD200109,17/09/2023,C51157,3,592.87,131 Main St,TRK18674578,3,1778.61,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
ORD200110,21/04/2024,C74562,1,220.77,388 Main St,TRK32062079,5,220.77,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ORD200111,07/05/2025,C95271,3,309.22,620 Main St,TRK74904969,7,927.66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ORD200112,01/01/2023,C81366,1,410.6,423 Main St,TRK17062206,2,410.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ORD200113,17/01/2024,C65905,5,190.08,605 Main St,TRK73954365,9,950.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ORD200114,27/01/2025,C77272,5,498.48,115 Main St,TRK29708128,8,2492.4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
ORD200115,27/11/2023,C32580,5,374.99,122 Main St,TRK23670394,9,1874.95,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ORD200116,19/03/2023,C47761,4,291.35,109 Main St,TRK66669207,6,1165.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
ORD200117,08/03/2023,C49187,1,535.5,593 Main St,TRK81888598,5,535.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ORD200118,09/10/2023,C27898,5,502.71,807 Main St,TRK61957665,7,2513.55,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
ORD200119,11/06/2025,C14683,2,534.67,187 Main St,TRK47373682,7,1069.34,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ORD200120,11/04/2023,C58108,4,629.34,986 Main St,TRK66218053,4,2517.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ORD200121,30/11/2023,C89822,1,410.78,673 Main St,TRK24138598,1,410.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ORD200122,15/04/2024,C96787,2,533.02,588 Main St,TRK30422853,2,1066.04,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
ORD200123,06/07/2023,C86064,3,278.04,727 Main St,TRK62182901,5,834.12,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
ORD200124,28/07/2024,C97148,4,283.79,563 Main St,TRK85321126,8,1135.16,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
ORD200125,06/11/2024,C91099,2,512.65,758 Main St,TRK81846174,5,1025.3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
ORD200126,03/05/2025,C55606,4,275.5,353 Main St,TRK68250319,8,1102.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
ORD200127,10/08/2023,C71486,3,469.32,365 Main St,TRK73929833,3,1407.96,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
ORD200128,17/02/2023,C86408,4,21.07,244 Main St,TRK41432648,4,84.28,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
ORD200129,27/10/2023,C52751,4,263.93,427 Main St,TRK72481234,4,1055.72,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
ORD200130,22/01/2025,C29059,3,501.3,513 Main St,TRK88360704,3,1503.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
ORD200131,08/01/2023,C72862,1,84.8,606 Main St,TRK51648833,5,84.8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ORD200132,28/03/2023,C96257,4,450.75,583 Main St,TRK13137948,6,1803.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
ORD200133,20/06/2025,C87432,4,302.05,636 Main St,TRK68969625,6,1208.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ORD200134,23/06/2025,C16253,2,199.7,583 Main St,TRK17354894,4,399.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ORD200135,04/08/2023,C79909,2,68.81,642 Main St,TRK86742257,5,137.62,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
ORD200136,27/04/2024,C73370,1,44.35,595 Main St,TRK67820278,1,44.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ORD200137,26/11/2024,C50682,2,250.98,598 Main St,TRK12242337,5,501.96,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
ORD200138,21/12/2023,C21905,1,298.06,478 Main St,TRK31863841,3,298.06,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
ORD200139,10/04/2023,C61440,1,583.9,714 Main St,TRK33114521,1,583.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ORD200140,31/05/2025,C33110,3,528.14,388 Main St,TRK38624225,3,1584.42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ORD200141,18/11/2023,C80004,3,684.14,151 Main St,TRK66230753,3,2052.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ORD200142,06/09/2023,C86374,5,272.77,573 Main St,TRK79451491,7,1363.85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ORD200143,13/06/2024,C66521,4,400.07,933 Main St,TRK34654244,5,1600.28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
ORD200144,04/08/2023,C63365,5,219.78,895 Main St,TRK80100887,8,1098.9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
ORD200145,02/03/2024,C85929,3,146.91,798 Main St,TRK29318610,6,440.73,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ORD200146,30/04/2025,C84645,2,411.49,404 Main St,TRK68893369,4,822.98,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD200147,06/05/2025,C46316,2,465.18,893 Main St,TRK16196000,2,930.36,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ORD200148,15/12/2024,C35100,2,319.91,139 Main St,TRK56853491,3,639.82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
ORD200149,27/12/2023,C39671,1,217.56,174 Main St,TRK47153818,3,217.56,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
ORD200150,13/12/2023,C25503,2,105.57,981 Main St,TRK29878837,5,211.14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
ORD200151,01/12/2023,C32960,5,444.76,947 Main St,TRK91226500,7,2223.8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ORD200152,02/01/2025,C77736,2,399.04,659 Main St,TRK90329250,3,798.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORD200153,18/12/2024,C71570,4,534.48,437 Main St,TRK95992269,9,2137.92,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
ORD200154,20/07/2023,C73587,4,408.21,727 Main St,TRK13955543,9,1632.84,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
ORD200155,27/02/2023,C62740,1,424.4,446 Main St,TRK20706408,6,424.4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
ORD200156,08/11/2024,C58808,2,269.83,651 Main St,TRK24451893,4,539.66,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
ORD200157,21/02/2025,C50422,2,564.58,636 Main St,TRK71227815,4,1129.16,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
ORD200158,16/05/2024,C23334,1,331.06,737 Main St,TRK46335144,5,331.06,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
ORD200159,31/10/2023,C48965,1,299.35,819 Main St,TRK50921780,5,299.35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ORD200160,17/02/2023,C38669,4,101.32,240 Main St,TRK81738254,7,405.28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORD200161,29/03/2024,C35091,1,211.14,513 Main St,TRK53784452,1,211.14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ORD200162,27/07/2023,C82313,3,65.86,917 Main St,TRK79854624,8,197.58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
